"week","det_count","deltaQDanlf","deltaQTralf","deltaTDanlf","deltaTTralf","deltaQDanmm","deltaTDanmm","deltaQTramm","deltaTTramm","QDanmin","QDanmax","QTramin","QTramax","QDan","TDan","QTra","TTra","weekly_count","add_tag","age_class","species"
2024-10-20,1,-350,-1.5,NA,0.199999999999999,350,NA,1.5,0.700000000000001,1760,2110,11.7,13.2,1890,NA,12.5,11.1,1,431,"0","Vimba vimba"
2024-10-27,1,-390,-1.1,NA,-1.6,390,NA,1.1,1.6,1290,1680,10.4,11.5,1477,NA,10.9,11,0,431,"0","Vimba vimba"
2025-03-23,8,181,9,0.9,-0.399999999999999,181,0.9,9.7,1.7,959,1140,6.6,16.3,1028,9.3,8.3,9.2,0,459,"0","Vimba vimba"
2025-03-30,22,-660,-48.8,1,1.1,660,1.1,48.8,1.9,1480,2140,19.7,68.5,1764,9.8,37.7,8.2,0,459,"0","Vimba vimba"
2025-06-01,1,210,-3.7,2.4,1.4,760,2.4,5.4,1.7,1510,2270,10.4,15.8,1844,17.2,13.1,15.5,0,462,"0","Vimba vimba"
2025-06-08,1,-400,-2.9,0.199999999999999,1.8,620,0.800000000000001,4.5,2.3,1330,1950,9.1,13.6,1598,17.4,10.9,15.2,0,462,"0","Vimba vimba"
2025-06-15,1,-130,-1.1,2.2,0.5,470,2.2,1.1,2.7,1140,1610,7.7,8.8,1348,19.4,8.3,16.8,0,462,"0","Vimba vimba"
2025-07-27,6,-780,-11.8,NA,0.4,1880,NA,11.8,1.3,2330,4210,13.1,24.9,3274,16.9,19.1,14.5,0,462,"0","Vimba vimba"
2025-08-03,1,150,-1,-0.100000000000001,-0.5,150,0.100000000000001,1,0.5,2650,2800,11.7,12.7,2725,16.6,12.2,14.8,0,462,"0","Vimba vimba"
2023-01-01,0,-40,-0.6,0.9,1.6,150,0.9,0.699999999999999,1.6,1280,1430,5.9,6.6,1360,6,6.1,7.8,0,78,"0","Vimba vimba"
2023-01-08,0,60,1.1,-0.0999999999999996,-0.0999999999999996,180,0.2,1.6,0.8,1270,1450,5.7,7.3,1347,6.6,6.7,7.4,0,78,"0","Vimba vimba"
2023-01-15,0,-40,-0.899999999999999,-1.4,-2,90,1.4,1.7,2,1250,1340,5.9,7.6,1292,5.8,6.7,6.3,0,78,"0","Vimba vimba"
2023-01-22,0,-30,-0.2,-0.8,-0.3,100,0.8,0.2,1.1,1100,1200,5.6,5.8,1151,4.5,5.7,5.3,3,81,"0","Vimba vimba"
2023-01-29,0,1620,28.8,0,0.2,1670,0.2,28.8,1.2,1000,2670,5.4,34.2,1354,3.8,13.1,4.9,0,81,"0","Vimba vimba"
2023-02-05,0,-1110,-12.1,-0.8,0.5,1110,0.9,12.1,0.8,1180,2290,7.9,20,1571,3.2,11.7,5,0,81,"0","Vimba vimba"
2023-02-12,0,240,17.1,1.1,2.2,270,1.1,17.1,2.3,1090,1360,8,25.1,1165,3.7,11.1,6.3,0,81,"0","Vimba vimba"
2023-02-26,0,-420,-5.2,-0.5,0.3,430,0.8,5.2,0.9,1290,1720,11.4,16.6,1420,6.3,13.3,6.9,0,81,"0","Vimba vimba"
2023-03-05,0,290,-1.3,0.100000000000001,0.3,300,0.8,1.3,1.9,1150,1450,9.6,10.9,1224,6.3,10.1,7.5,0,81,"0","Vimba vimba"
2023-03-12,0,40,-1,1,1.1,330,1,1.2,1.1,1340,1670,8.2,9.4,1508,6.6,8.9,7.6,1,82,"0","Vimba vimba"
2023-07-09,0,280,-0.2,1.2,0,500,1.2,1,1.2,1140,1640,6.8,7.8,1287,21,7.1,21.5,0,196,"0","Vimba vimba"
2023-07-16,0,120,-0.899999999999999,-0.399999999999999,-2.6,180,0.899999999999999,0.899999999999999,2.7,1180,1360,5.9,6.8,1254,22,6.4,21.4,2,198,"0","Vimba vimba"
2023-07-23,0,240,-0.2,-1.8,-0.199999999999999,630,2.2,0.7,2.9,1080,1710,5.7,6.4,1392,21.1,6.1,19.7,5,203,"0","Vimba vimba"
2023-09-24,0,-370,0.0999999999999996,-1,1.3,370,1,0.4,1.9,1020,1390,4.1,4.5,1164,17.6,4.3,17.7,1,269,"0","Vimba vimba"
2023-10-01,0,-53,-0.399999999999999,-1,-1.8,53,1,0.5,1.8,894,947,4.2,4.7,925,16.6,4.5,17,0,269,"0","Vimba vimba"
2023-10-08,0,37,-0.3,-0.0999999999999996,1.2,81,0.5,0.8,2.1,857,938,3.9,4.7,896,15.8,4.2,16.1,0,269,"0","Vimba vimba"
2023-10-15,0,72,-0.4,-1.9,-0.4,89,2.1,0.4,2.7,816,905,3.8,4.2,856,14.1,4,13.7,0,269,"0","Vimba vimba"
2023-10-29,0,1040,5,-1,-0.9,1133,1,5,1.1,957,2090,4.4,9.4,1327,12,6.2,12.6,7,281,"0","Vimba vimba"
2023-11-05,0,-470,-2.7,-1.6,-0.800000000000001,470,1.6,3.7,1.3,1180,1650,5.1,8.8,1381,10.1,7,11.8,18,299,"0","Vimba vimba"
2023-11-26,0,-90,-3.9,-2.4,-0.899999999999999,230,2.4,6.6,1.9,2180,2410,8.9,15.5,2311,6.3,11.6,7.7,1,300,"0","Vimba vimba"
2023-12-03,0,-340,-1.2,-1,0.6,360,1,1.4,2,1950,2310,10,11.4,2068,3.8,10.6,6.2,0,300,"0","Vimba vimba"
2023-12-10,0,1860,14.1,2.9,-0.0999999999999996,2800,2.9,21.3,1.5,2140,4940,12.8,34.1,3994,5,25.2,7.2,0,300,"0","Vimba vimba"
2023-12-17,0,1850,89.3,-0.800000000000001,-0.9,2730,0.800000000000001,96.7,1.2,2550,5280,13.3,110,3255,6,30.7,6.5,0,300,"0","Vimba vimba"
2023-12-31,0,110,-4.2,-0.5,-0.0999999999999996,410,0.6,4.3,0.9,2340,2750,18.7,23,2608,6.3,20.3,7,0,300,"0","Vimba vimba"
2024-01-07,0,-1050,-8.2,-2.8,-1.6,1050,2.8,8.2,3,2030,3080,14.4,22.6,2512,4.6,17.5,4.5,0,300,"0","Vimba vimba"
2024-01-14,0,330,0.9,-0.1,0.2,460,0.3,3.8,1.1,1740,2200,13,16.8,1895,2.7,14.2,4.7,0,300,"0","Vimba vimba"
2024-01-21,0,1430,5.1,1.8,2.5,1650,1.8,8.4,2.8,1760,3410,13.2,21.6,2417,3.4,17.1,5.7,0,300,"0","Vimba vimba"
2024-01-28,0,-1010,-3.7,0.100000000000001,0.800000000000001,1010,0.2,3.7,1.6,2140,3150,13,16.7,2442,4.8,14.3,6,0,300,"0","Vimba vimba"
2024-02-04,0,100,-1.4,1.7,0.800000000000001,180,1.7,4.3,1.1,1980,2160,13,17.3,2077,6.2,14.6,8,0,300,"0","Vimba vimba"
2024-02-11,0,-370,-1.6,0.4,0,410,0.4,1.8,0.9,1810,2220,10.9,12.7,2047,7.3,11.6,8.1,0,300,"0","Vimba vimba"
2024-02-18,0,350,1.5,0.4,-1.2,350,0.5,1.6,1.2,1950,2300,11.4,13,2075,7.9,11.8,8.4,0,300,"0","Vimba vimba"
2024-02-25,0,-590,-2,0,1.9,590,0.2,2,2,1770,2360,10.9,12.9,1992,7.8,11.8,8.3,0,300,"0","Vimba vimba"
2024-03-03,0,-100,-1,0,-0.700000000000001,140,0.2,1,1.2,1560,1700,9.5,10.5,1607,7.9,9.9,9,5,305,"0","Vimba vimba"
2024-07-28,0,20,-0.7,0.800000000000001,-0.800000000000001,250,1,0.7,1,1560,1810,6.3,7,1684,20.9,6.6,18,4,408,"0","Vimba vimba"
2024-08-04,0,-340,-1,0.199999999999999,1.3,340,0.199999999999999,1.2,1.8,1470,1810,5.8,7,1634,21.1,6.3,17.9,13,421,"0","Vimba vimba"
2024-08-11,0,60,0.5,1.4,0.5,210,1.4,0.5,0.699999999999999,1290,1500,5.6,6.1,1404,22.2,5.8,19.4,7,428,"0","Vimba vimba"
2024-08-18,0,50,-2.3,-2.4,-1,920,2.7,2.3,2.4,1530,2450,5.2,7.5,1930,21.6,6,17.9,0,428,"0","Vimba vimba"
2024-08-25,0,-170,0.100000000000001,0.0999999999999979,0,230,0.599999999999998,0.5,0.5,1340,1570,5,5.5,1458,20.4,5.2,18.7,0,428,"0","Vimba vimba"
2024-09-01,0,0,-0.5,0.0999999999999979,-2,70,0.399999999999999,0.5,2,1190,1260,4.5,5,1241,20.8,4.8,17.6,0,428,"0","Vimba vimba"
2024-11-03,0,-40,-0.899999999999999,NA,-1.7,70,NA,0.899999999999999,1.7,1240,1310,9.3,10.2,1277,NA,9.8,8.4,5,436,"0","Vimba vimba"
2024-11-10,0,-80,-0.699999999999999,NA,-0.3,80,NA,0.699999999999999,0.6,1110,1190,8.4,9.1,1161,NA,8.7,7.4,14,450,"0","Vimba vimba"
2024-11-17,0,250,0,NA,-1.1,300,NA,0.799999999999999,3,1070,1370,8.3,9.1,1217,NA,8.6,6.7,4,454,"0","Vimba vimba"
2024-11-24,0,190,3.8,NA,1,270,NA,3.9,1.1,1140,1410,8,11.9,1255,NA,8.8,6.5,5,459,"0","Vimba vimba"
2024-12-01,0,370,2.9,NA,0.2,510,NA,4,1.6,1200,1710,8.9,12.9,1367,5.9,9.8,6.1,0,459,"0","Vimba vimba"
2024-12-08,0,-310,-2.8,-0.5,-1.2,390,0.5,2.8,1.2,1470,1860,10.3,13.1,1668,5.6,11.5,6,0,459,"0","Vimba vimba"
2024-12-15,0,130,4.3,0.3,-0.100000000000001,210,0.5,5.6,1.9,1270,1480,10.4,16,1394,5.7,13.8,6.5,0,459,"0","Vimba vimba"
2024-12-22,0,-50,-3.7,-0.8,-2.2,500,0.8,3.7,2.2,1320,1820,9.7,13.4,1528,5.3,11.2,4.9,0,459,"0","Vimba vimba"
2024-12-29,0,-100,-0.9,-1,0.2,170,1,0.9,1.2,1130,1300,8.4,9.3,1208,3.9,8.9,3.8,0,459,"0","Vimba vimba"
2025-01-05,0,850,0.0999999999999996,0,-0.0999999999999996,850,0.2,0.6,2.1,1190,2040,8.4,9,1661,3.3,8.8,4.8,0,459,"0","Vimba vimba"
2025-01-12,0,-570,-0.699999999999999,0.1,1.8,570,0.4,0.699999999999999,2,1360,1930,7.5,8.2,1570,3.5,7.8,3.9,0,459,"0","Vimba vimba"
2025-01-19,0,-160,0.2,0.2,0.9,170,0.6,0.4,1.2,1120,1290,7.5,7.9,1240,3.1,7.7,4.4,0,459,"0","Vimba vimba"
2025-01-26,0,430,0.600000000000001,0.7,-0.0999999999999996,690,0.7,4.3,1.3,1100,1790,8.2,12.5,1402,4,9.8,5.3,0,459,"0","Vimba vimba"
2025-02-02,0,-180,-1.1,-0.3,-0.300000000000001,180,0.3,1.1,1.4,1230,1410,7.5,8.6,1317,4.5,7.9,4.4,0,459,"0","Vimba vimba"
2025-02-09,0,220,-0.3,0.2,0.3,290,0.300000000000001,0.3,1.3,1100,1390,7,7.3,1198,4.2,7.2,4.8,0,459,"0","Vimba vimba"
2025-02-16,0,-250,-0.4,-0.2,0.5,250,0.5,0.4,2,1070,1320,6.5,6.9,1175,4,6.7,3.6,0,459,"0","Vimba vimba"
2025-02-23,0,130,-0.0999999999999996,1.3,2.2,150,1.3,0.3,2.4,1030,1180,6.4,6.7,1108,4.8,6.6,6.2,0,459,"0","Vimba vimba"
2025-03-02,0,-60,-0.3,1.9,0.7,60,1.9,0.399999999999999,1.7,1020,1080,5.9,6.3,1045,6.8,6.1,6.6,0,459,"0","Vimba vimba"
2025-03-09,0,140,2.9,0.100000000000001,-1.3,226,0.399999999999999,2.9,2,924,1150,5.9,8.8,1009,8,6.6,7.9,0,459,"0","Vimba vimba"
2025-03-16,0,-163,-1.8,0.5,2.2,163,0.9,1.8,3.2,947,1110,7.4,9.2,999,7.9,7.9,6.5,0,459,"0","Vimba vimba"
2025-06-22,0,160,-0.0999999999999996,1.5,1.5,200,1.5,1.9,2,1050,1250,7.5,9.4,1111,21.3,7.9,18.4,0,462,"0","Vimba vimba"
2025-06-29,0,150,1.5,0.600000000000001,-1.8,190,0.900000000000002,5,2.3,1020,1210,6.7,11.7,1097,23,7.9,18.9,0,462,"0","Vimba vimba"
2025-07-06,0,560,3.4,-5,-4,1260,5,10.1,5.5,1070,2330,7.7,17.8,1661,20.9,12,15.5,0,462,"0","Vimba vimba"
2025-07-13,0,230,3.4,0.899999999999999,0.0999999999999996,850,1.1,4.2,3.2,1270,2120,9.8,14,1558,18.6,11.5,16.2,0,462,"0","Vimba vimba"
2025-07-20,0,420,2.8,NA,-1.3,430,NA,5.1,1.5,1480,1910,9.6,14.7,1644,NA,11.4,16.8,0,462,"0","Vimba vimba"
